"Component","Parameter","Mean","Variance","SD","Q2.5","Median","Q97.5"
1,"alpha",45.6963019643967,10.216902284033,3.19638894442353,39.5299844333589,45.7295051138663,51.654502027885
1,"beta",35.2263581386789,6.89084888698502,2.62504264479361,30.0932719785248,35.2355240181164,40.1059418727413
1,"p",0.366869744565873,0.000163399441242083,0.0127827790891528,0.341654574479904,0.366736159787685,0.391841704721555
2,"alpha",101.746035132881,110.815001469266,10.5268704499137,82.8619607334826,101.508824862412,125.147147875929
2,"beta",34.4065206574368,12.1042400554082,3.47911483791613,28.1700699200989,34.3324754836677,42.1665966408601
2,"p",0.367851858985392,0.000229397811415993,0.0151458843061735,0.338587716442616,0.367820350237118,0.397981512433662
3,"alpha",5.65442168865325,0.625310148507662,0.790765545852664,4.30230607614967,5.58022417441781,7.39227847183165
3,"beta",0.542457556779338,0.000863999780519866,0.029393873179965,0.4860319791915,0.54190038127389,0.600533105455622
3,"p",0.265278396448735,0.000217584805480406,0.0147507560986007,0.236796051315249,0.264957232860993,0.294663919126827
