"observation","x","map_component","component_1","component_2","component_3"
207,0.99771,3,6.32558691443026e-56,7.0502088077154e-45,1
208,0.7687,2,0.000384990463951707,0.937027692739884,0.0625873167961648
209,0.58142,1,0.97992537213628,0.000375107109243617,0.0196995207544769
210,0.67579,2,0.330032326278861,0.566548448225279,0.10341922549586
211,0.46189,1,0.965981539228218,3.87935912811142e-09,0.034018456892423
212,0.78532,2,0.00011817571452407,0.902801273587133,0.0970805506983424
213,0.73962,2,0.00328025545845359,0.949774129697866,0.0469456148436804
214,0.75679,2,0.000913926046322177,0.947307995290622,0.0517780786630559
215,0.77837,2,0.000193123875373874,0.920985949219693,0.0788209269049336
216,0.95614,3,2.18424778058124e-21,2.2781025216233e-13,0.999999999999772
217,0.93898,3,1.57425085133252e-17,5.77221015488278e-10,0.999999999422779
218,0.67263,2,0.386409217686656,0.50856623189854,0.105024550414805
219,0.60687,1,0.965837519736954,0.00390289787998085,0.0302595823830647
220,0.74182,2,0.00277922614436318,0.950204521059173,0.0470162527964638
221,0.69572,2,0.0922640224001033,0.829792660899656,0.0779433167002406
222,0.75034,2,0.0014706917967799,0.949785452682946,0.0487438555202746
223,0.67542,2,0.336444693313209,0.559889441647185,0.103665865039606
224,0.75127,2,0.00137274073612197,0.949544953970583,0.0490823052932953
225,0.74043,2,0.00308586291673301,0.949959673034663,0.0469544640486044
226,0.99209,3,1.84221645769039e-41,1.62284575518024e-31,1
227,0.53718,1,0.985191463300672,5.70156623413773e-06,0.0148028351330941
228,0.67171,2,0.40339839066069,0.491333850393748,0.105267758945562
229,0.75285,2,0.00122136144947555,0.94904774842137,0.049730890129155
230,0.77626,2,0.000224323285375174,0.925264957689476,0.0745107190251485
231,0.76731,2,0.000425478807427019,0.938682393250558,0.060892127942015
232,0.91237,3,2.42756224824735e-13,2.29779401422928e-06,0.999997702205743
233,0.76328,2,0.000569324536488145,0.942745651841179,0.0566850236223329
234,0.5845,1,0.978961913365931,0.000499666434333183,0.0205384201997354
235,0.68262,2,0.223607240776503,0.679797481172293,0.0965952780512046
236,0.55534,1,0.984455409608684,3.222026927435e-05,0.015512370122042
237,0.72071,2,0.0138935252012668,0.933733309029835,0.0523731657688986
238,0.54691,1,0.984989514810956,1.44487854288399e-05,0.0149960364036155
239,0.78146,2,0.000155187490237912,0.913748721777703,0.086096090732059
240,0.99686,3,3.01856152797945e-52,1.81892702278808e-41,1
241,0.75169,2,0.00133071791991341,0.949423718677854,0.049245563402233
242,0.70734,2,0.0387723235213909,0.897914107934608,0.0633135685440011
243,0.99775,3,3.94302290716901e-56,4.54625583512851e-45,1
244,0.97019,3,6.47106600845874e-26,2.06473734723608e-17,1
245,0.66203,1,0.584912131705152,0.313750498345898,0.10133736994895
246,0.73448,2,0.00484157779663788,0.947810035502803,0.0473483867005592
247,0.74428,2,0.00231059097749495,0.950417105520742,0.0472723035017631
248,0.99801,3,1.46431015170971e-57,2.13591213627693e-46,1
249,0.89764,3,1.44306658843502e-11,6.69887447189323e-05,0.99993301124085
250,0.53938,1,0.985182838747069,7.03820649183369e-06,0.0148101230464393
251,0.81884,2,9.6758150919907e-06,0.615123343466379,0.384866980718529
252,0.58525,1,0.978707250757513,0.000535737360623088,0.0207570118818641
253,0.82934,3,3.53290359899296e-06,0.418427138845048,0.581569328251353
254,0.79933,2,4.3791384250642e-05,0.836524454023031,0.163431754592719
255,0.74391,2,0.00237555896138678,0.950402798402933,0.0472216426356798
256,0.7897,2,8.67765126101805e-05,0.887224418288405,0.112688805198985
257,0.96303,3,2.16957350005775e-23,3.74930638883911e-15,0.999999999999996
258,0.4657,1,0.968633748692566,5.62799434925045e-09,0.0313662456794394
259,0.59495,1,0.974519199975004,0.0013137626979297,0.0241670373270665
260,0.62369,1,0.93822951377511,0.0174712744183899,0.0442992118065004
261,0.89194,3,5.9303382655812e-11,0.000208587450224278,0.999791412490472
262,0.54042,1,0.985171311730781,7.77445930696123e-06,0.014820913809912
263,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
264,0.72973,2,0.00695412183635781,0.944624236191009,0.0484216419726334
265,0.55007,1,0.984830355376471,1.95242566454414e-05,0.0151501203668835
266,0.9755,3,3.22814779443531e-28,1.76788083028517e-19,1
267,0.51135,1,0.983635614259074,4.74599396782526e-07,0.0163639111415289
268,0.62991,1,0.9184134345022,0.0298725010189449,0.0517140644788551
269,0.74959,2,0.00155487695292586,0.949951493082105,0.0484936299649692
270,0.57233,1,0.982129264662478,0.000160256879596119,0.0177104784579263
271,0.92756,3,1.54791917389496e-15,3.10622861214162e-08,0.999999968937712
272,0.74359,2,0.00243325098392881,0.950385424330153,0.047181324685918
273,0.46513,1,0.968258672224565,5.32338980178357e-09,0.0317413224520448
274,0.76523,2,0.000494368761747423,0.940909531126638,0.058596100111615
275,0.84096,3,8.70957442672545e-07,0.203571905081741,0.796427223960817
276,0.45699,1,0.962015729093938,2.40260268691928e-09,0.0379842685034597
277,0.78635,2,0.000109897392321872,0.899467041257631,0.100423061350047
278,0.72534,2,0.00973376937502379,0.94024312613338,0.0500231044915964
279,0.56039,1,0.983957038275588,5.1998565640544e-05,0.0159909631587711
280,0.79875,2,4.5652943931418e-05,0.840385290057977,0.159569056998092
281,0.56439,1,0.983454981859883,7.58895090590814e-05,0.0164691286310583
282,0.67775,2,0.297061308813147,0.60106306422176,0.101875626965093
283,0.66258,1,0.574942449119111,0.323193675315013,0.101863875565876
284,0.66374,1,0.553636508985194,0.343498894683114,0.102864596331692
285,0.75283,2,0.00122316676982292,0.949054745333813,0.0497220878963643
286,0.99715,3,2.23982506745101e-53,1.63282448609503e-42,1
287,0.56124,1,0.983858678460039,5.63528949926591e-05,0.016084968644968
288,0.5411,1,0.985161176548231,8.29680101827428e-06,0.0148305266507507
289,0.94117,3,5.905577727492e-18,2.44616648846215e-10,0.999999999755383
290,0.61518,1,0.955531842283248,0.00824151158506198,0.0362266461316902
291,0.74729,2,0.00184511082341551,0.95030611024573,0.0478487789308541
292,0.63095,1,0.914280089607972,0.0326307372432051,0.0530891731488226
293,0.77219,2,0.000299802167893936,0.932222471109918,0.0674777267221884
294,0.46455,1,0.967869425276432,5.03031751953594e-09,0.0321305696932506
295,0.64161,1,0.852476681638346,0.0781871253668566,0.0693361929947975
296,0.77298,2,0.000283353641274631,0.930993887132987,0.0687227592257384
297,0.66899,1,0.454554522409622,0.440086389900945,0.105359087689433
298,0.71743,2,0.0178827930650003,0.927648283094521,0.0544689238404791
299,0.69881,2,0.073608469929588,0.852741389773692,0.0736501402967205
300,0.56659,1,0.983134271092754,9.3391375815619e-05,0.01677233753143
301,0.97573,3,2.50194232199991e-28,1.40563238276061e-19,1
302,0.56012,1,0.983987375888069,5.0686671336443e-05,0.0159619374405949
303,0.69329,2,0.109816738238615,0.808727425579386,0.081455836181999
304,0.75914,2,0.000769505782404267,0.945913294498697,0.0533171997188988
305,0.55549,1,0.984442638030273,3.26822627024434e-05,0.0155246797070247
306,0.84082,3,8.8753992316145e-07,0.20576840014051,0.794230712319566
307,0.56633,1,0.983173917907731,9.11302288546612e-05,0.0167349518634146
308,0.7158,2,0.0202725141644788,0.924078809319694,0.0556486765158275
309,0.69918,2,0.0716238437142187,0.855223505475072,0.0731526508107089
310,0.75418,2,0.00110722727564249,0.94854147370309,0.0503512990212671
311,0.76402,2,0.000539597389734765,0.942076344161299,0.0573840584489659
312,0.55451,1,0.984523921522829,2.97788095604885e-05,0.0154462996676102
313,0.77376,2,0.000268015964117796,0.92972561402046,0.0700063700154219
314,0.75929,2,0.000761122072856969,0.945814742019014,0.0534241359081285
315,0.64315,1,0.839868555207336,0.0881769632357301,0.0719544815569334
316,0.57586,1,0.981373405459368,0.000223128636370264,0.0184034659042615
317,0.6918,2,0.121972156388711,0.794383145393797,0.0836446982174913
318,0.58716,1,0.978019801914158,0.000639662703681377,0.021340535382161
319,0.74615,2,0.00200894753586828,0.950395483239523,0.047595569224609
320,0.68066,2,0.251606950802306,0.649459598672451,0.0989334505252435
321,0.90467,3,2.23477853679089e-12,1.45752828579169e-05,0.999985424714907
322,0.54732,1,0.984971539200846,1.50247337842144e-05,0.0150134360653694
323,0.47034,1,0.971430101546263,8.85007476002072e-09,0.0285698896036626
324,0.64649,1,0.808564834991281,0.113676964889823,0.0777582001188955
325,0.5475,1,0.984963398158417,1.52847489409448e-05,0.0150213170926425
326,0.54789,1,0.984945235378662,1.58635705224277e-05,0.0150389010508156
327,0.73604,2,0.00430074491192685,0.948556429833606,0.0471428252544673
328,0.53131,1,0.98511013208358,3.24730894822285e-06,0.0148866206074722
329,0.72098,2,0.0136079151455118,0.93417522697513,0.0522168578793586
330,0.69645,2,0.0875052349901473,0.835586009945372,0.0769087550644808
331,0.86954,3,7.54014659088864e-09,0.00858440377512897,0.991415588684724
332,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
333,0.73537,2,0.00452506478606639,0.948252695441052,0.0472222397728819
334,0.86053,3,4.01994056428915e-08,0.0283252049591379,0.971674754841456
335,0.67839,2,0.286687655551425,0.612021659697418,0.101290684751157
336,0.77109,2,0.000324343568408801,0.933843308165045,0.0658323482665462
337,0.58889,1,0.977345214937549,0.000750888286852176,0.021903896775599
338,0.61295,1,0.958790231586483,0.00675133777774371,0.0344584306357733
339,0.76908,2,0.000374623198661377,0.936550826173452,0.0630745506278862
340,0.74068,2,0.00302826979958345,0.950010510046033,0.0469612201543833
341,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
342,0.56676,1,0.983108089200944,9.48998477706493e-05,0.0167970109512859
343,0.71619,2,0.0196732623373215,0.924968838958614,0.0553578987040643
344,0.5057,1,0.982833351036861,2.74786621440601e-07,0.0171663741765173
345,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
346,0.46674,1,0.969299538643226,6.22925631652788e-09,0.0307004551275178
347,0.6012,1,0.970617753838529,0.0023300766431991,0.0270521695182717
348,0.72889,2,0.00741548015800057,0.943902346579405,0.048682173262594
349,0.65172,1,0.74762947087064,0.165536250523234,0.0868342786061263
350,0.53312,1,0.985151415873087,3.86338684200212e-06,0.0148447207400709
351,0.59604,1,0.973920985073977,0.0014522737803013,0.0246267411457219
352,0.51339,1,0.983879185308747,5.78002477280838e-07,0.0161202366887759
353,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
354,0.70977,2,0.0322067919541036,0.906950444637476,0.0608427634084208
355,0.6354,1,0.89322998845049,0.0473562231404713,0.0594137884090389
356,0.56014,1,0.983985143502644,5.07827105743732e-05,0.0159640737867814
357,0.65275,1,0.73383357234087,0.177607440505574,0.0885589871535561
358,0.81632,2,1.19890646518455e-05,0.655244112976251,0.344743897959098
359,0.75482,2,0.00105625591025905,0.948268780537469,0.0506749635522716
360,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
361,0.99169,3,6.95234125674799e-41,5.48730436047763e-31,1
362,0.62275,1,0.940610662800735,0.0160938988168286,0.0432954383824361
363,0.997,3,8.87346779100586e-53,5.84957914511529e-42,1
364,0.70205,2,0.0578416970411229,0.872723689788894,0.0694346131699832
365,0.49631,1,0.981026625518907,1.10620992260183e-07,0.0189732638601008
366,0.96528,3,3.9802868226405e-24,8.24528756673556e-16,0.999999999999999
367,0.43878,1,0.939525840815125,4.01578454027845e-10,0.0604741587832962
368,0.54143,1,0.985155515179112,8.56273369705704e-06,0.014835922087191
369,0.63724,1,0.882691444193539,0.0550778553220995,0.0622307004843611
370,0.73705,2,0.00398378037331461,0.94896784383397,0.0470483757927158
371,0.80674,2,2.54627726928913e-05,0.775229600456492,0.224744936770815
372,0.57048,1,0.982481559023815,0.000134690598090753,0.0173837503780945
373,0.89066,3,8.05478992205019e-11,0.000266101797217943,0.999733898122234
374,0.87547,3,2.30807325166888e-09,0.00356992385299556,0.996430073838931
375,0.72162,2,0.0129542477829491,0.935189725450969,0.0518560267660818
376,0.76544,2,0.000486923446064786,0.940697619576987,0.0588154569769479
377,0.99357,3,6.98805997722526e-44,9.6733749515132e-34,1
378,0.50387,1,0.982530409885395,2.30171754505729e-07,0.0174693599428506
379,0.71853,2,0.0164311571699604,0.929843733009799,0.0537251098202403
380,0.50251,1,0.9822906544001,2.01765941643554e-07,0.0177091438339587
381,0.7661,2,0.000464262320289196,0.94001299668408,0.0595227409956312
382,0.71814,2,0.0169318304314787,0.929084124929104,0.0539840446394173
383,0.68079,2,0.249682480226389,0.65153120590292,0.0987863138706912
384,0.97212,3,1.06049612257995e-26,4.07642086349464e-18,1
385,0.66369,1,0.554561910639549,0.342613472745426,0.102824616615025
386,0.52432,1,0.984812613059333,1.65835028889669e-06,0.0151857285903779
387,0.5508,1,0.98478674777917,2.09289421541105e-05,0.0151923232786757
388,0.75161,2,0.00133861953793634,0.949447418880723,0.0492139615813405
389,0.51381,1,0.983926459475692,6.01932240279544e-07,0.0160729385920676
390,0.59253,1,0.975742769080399,0.00105119523934232,0.0232060356802585
391,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
392,0.76644,2,0.00045301250248018,0.939649108527275,0.059897878970245
393,0.72395,2,0.0108300638635754,0.938514117171422,0.050655818965003
394,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
395,0.93973,3,1.12989177798545e-17,4.31835406510997e-10,0.999999999568165
396,0.74394,2,0.00237022246258308,0.950404189077242,0.0472255884601749
397,0.67155,2,0.406373307840062,0.488327425018044,0.105299267141894
398,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
399,0.98567,3,1.65926885018895e-34,3.64445549448159e-25,1
400,0.76487,2,0.000507404372084134,0.941266263424369,0.0582263322035472
401,0.58318,1,0.979390513953546,0.000441929531735498,0.0201675565147184
402,0.53927,1,0.985183777644454,6.96451255152322e-06,0.014809257842995
403,0.74811,2,0.00173576316530921,0.950206390638244,0.0480578461964472
404,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
405,0.74741,2,0.001828678904668,0.950293366597245,0.0478779544980867
406,0.78151,2,0.00015464007129399,0.913621216433385,0.0862241434953209
407,0.82528,3,5.34808482237727e-06,0.498536601251951,0.501458050663226
408,0.75585,2,0.000979212998495359,0.94778955570116,0.0512312313003447
409,0.73282,2,0.00549341037534284,0.946859899216576,0.0476466904080808
410,0.988,3,1.38532829269176e-36,4.68025749867789e-27,1
411,0.99142,3,1.64448418358572e-40,1.20816179827035e-30,1
412,0.62022,1,0.946374991723037,0.0128874298236114,0.0407375784533518
413,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
414,0.96645,3,1.57682711388237e-24,3.60308942578643e-16,1
415,0.76084,2,0.000679776187080662,0.944726806893531,0.0545934169193886
416,0.96707,3,9.5268216584609e-25,2.29568991530051e-16,1
417,0.84027,3,9.55349950168747e-07,0.214524191531427,0.785474853118623
418,0.51062,1,0.983542713917955,4.42265552698604e-07,0.0164568438164918
419,0.96423,3,8.89987027305121e-24,1.69214887505614e-15,0.999999999999998
420,0.52331,1,0.984751045952621,1.50468555491576e-06,0.0152474493618241
421,0.88098,3,7.22868926641675e-10,0.00147797159983698,0.998522027677294
422,0.78149,2,0.000154858804108811,0.913672260552898,0.0861728806429929
423,0.71903,2,0.0158108775944548,0.930788347025363,0.0534007753801818
424,0.77214,2,0.000300875444403391,0.932298384050216,0.0674007405053801
425,0.74814,2,0.00173189068489797,0.95020218114369,0.0480659281714122
426,0.57696,1,0.981113507172715,0.000247324832450931,0.0186391679948338
427,0.78058,2,0.000165149576297472,0.915936475481713,0.0838983749419898
428,0.92082,3,1.65279792707013e-14,2.36569732719321e-07,0.999999763430251
429,0.80434,2,3.04289708144331e-05,0.797716130262167,0.202253440767018
430,0.69578,2,0.0918642686046677,0.830277863298374,0.0778578680969586
431,0.56731,1,0.983021965771453,9.99478946902019e-05,0.0168780863338565
432,0.72806,2,0.00790182173435192,0.943137409930799,0.0489607683348496
433,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
434,0.75204,2,0.00129670558112392,0.949316658944144,0.0493866354747325
435,0.71238,2,0.0263674201380843,0.915200710367272,0.0584318694946439
436,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
437,0.92491,3,4.03239582750509e-15,7.0770236323339e-08,0.99999992922976
438,0.59243,1,0.975790433110978,0.00104154165066471,0.0231680252383575
439,0.59147,1,0.97623704958261,0.000953214852669939,0.0228097355647204
440,0.59948,1,0.971813347260546,0.00199100945891138,0.0261956432805428
441,0.54857,1,0.984911843679309,1.69254173913461e-05,0.0150712309032996
442,0.5665,1,0.983148049048613,9.26024362982927e-05,0.0167593485150891
443,0.89283,3,4.78188826957684e-11,0.000175668459324409,0.999824331492857
444,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
445,0.7759,2,0.000230137702096333,0.925946313431169,0.0738235488667343
446,0.65211,1,0.742475644794138,0.170033008599968,0.087491346605894
447,0.55134,1,0.984752803649868,2.20322740377818e-05,0.0152251640760948
448,0.76368,2,0.000553053309693308,0.942387956331908,0.057058990358399
449,0.55054,1,0.984802578552686,2.04174804968791e-05,0.0151770039668168
450,0.79253,2,7.10573538172467e-05,0.874978659443145,0.124950283203038
451,0.57585,1,0.981375712589396,0.000222919808032387,0.0184013676025714
452,0.64873,1,0.784312028492189,0.134006507952772,0.0816814635550387
453,0.76039,2,0.000702431021306693,0.945055891261493,0.0542416777172006
454,0.58059,1,0.980163944469187,0.000347170071741376,0.0194888854590719
455,0.57968,1,0.980415969465253,0.000318906114210516,0.0192651244205366
456,0.91132,3,3.32523450054272e-13,2.99120479507983e-06,0.999997008794872
457,0.82716,3,4.43312026087658e-06,0.461763911450609,0.53823165542913
458,0.47818,1,0.975260314057596,1.89965563891465e-08,0.0247396669458479
459,0.98394,3,3.59392180271371e-33,5.94125441668116e-24,1
460,0.49588,1,0.980927802369615,1.06101615867473e-07,0.019072091528769
461,0.78327,2,0.000136564546277651,0.90890281407398,0.0909606213797425
462,0.55038,1,0.984812155725286,2.01089329526127e-05,0.0151677353417618
463,0.96956,3,1.13863876289549e-25,3.42628891804726e-17,1
464,0.62854,1,0.923463022718425,0.0265744175477979,0.0499625597337774
465,0.86515,3,1.73647788618502e-08,0.0156841453091265,0.984315837326095
466,0.78316,2,0.000137629044579926,0.909211239103972,0.0906511318514477
467,0.46981,1,0.971132582685378,8.40430403355726e-09,0.0288674089103184
468,0.47177,1,0.972206633585002,1.01740454197962e-08,0.0277933562409527
469,0.67048,2,0.426396680548456,0.468176753599796,0.105426565851748
470,0.74822,2,0.00172160720308329,0.950190762213904,0.0480876305830132
471,0.77394,2,0.000264598404135855,0.92942491607503,0.0703104855208341
472,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
473,0.76652,2,0.000450406265458976,0.939562364234812,0.0599872294997292
474,0.5255,1,0.984878497420437,1.85778762102816e-06,0.0151196447919415
475,0.75391,2,0.00112947967245794,0.94865081834182,0.0502197019857222
476,0.99592,3,3.41877095822607e-49,1.22060411678819e-38,1
477,0.57709,1,0.981081977633164,0.000250351033934372,0.0186676713329018
478,0.55002,1,0.98483324691936,1.94315504211386e-05,0.0151473215302188
479,0.97142,3,2.07256982091733e-26,7.4373123639035e-18,1
480,0.59183,1,0.976071864608085,0.000985433787287803,0.0229427016046273
481,0.9722,3,9.81268045913926e-27,3.80198573207695e-18,1
482,0.69933,2,0.0708334909615786,0.856214425065085,0.0729520839733364
483,0.5193,1,0.984458373315816,1.02243682315741e-06,0.0155406042473607
484,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
485,0.95365,3,9.67845268463667e-21,8.53800103269062e-13,0.999999999999146
486,0.54439,1,0.985082857577767,1.13610492348442e-05,0.0149057813729977
487,0.70518,2,0.0456863654176863,0.888621484305672,0.0656921502766421
488,0.69503,2,0.0969746847752371,0.824094375742216,0.0789309394825472
489,0.62957,1,0.919707355953264,0.0290196070165863,0.0512730370301495
490,0.59419,1,0.974918449063745,0.00122499286667841,0.0238565580695763
491,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
492,0.56055,1,0.983938855469593,5.27918462808834e-05,0.0160083526841266
493,0.61091,1,0.961426361305279,0.005621062721965,0.0329525759727564
494,0.75121,2,0.00137885389416327,0.949561630575965,0.049059515529872
495,0.53727,1,0.985191529144723,5.75092583351559e-06,0.0148027199294431
496,0.99419,3,4.57065910099942e-45,7.85363260019451e-35,1
497,0.53557,1,0.985184262706806,4.88653539632474e-06,0.0148108507577977
498,0.76109,2,0.000667514851022463,0.944539216106472,0.054793269042506
499,0.54655,1,0.985004649856508,1.3961214176627e-05,0.0149813889293152
500,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
501,0.78652,2,0.000108588090260694,0.898898412737047,0.100992999172693
502,0.79008,2,8.44809815176298e-05,0.885688375875555,0.114227143142927
503,0.63942,1,0.868591336734831,0.0657006393267205,0.0657080239384486
504,0.71286,2,0.0254133618127407,0.916570924142655,0.058015714044604
505,0.58986,1,0.976943611847389,0.000821414920561125,0.0222349732320502
506,0.52297,1,0.984729236796908,1.45621748276321e-06,0.0152693069856096
507,0.60455,1,0.967966169100087,0.00316187736517512,0.0288719535347377
508,0.72069,2,0.0139149194136773,0.933700239712181,0.0523848408741413
509,0.74809,2,0.00173834973684604,0.950209174966264,0.04805247529689
510,0.51832,1,0.984374821778622,9.3023468707797e-07,0.015624247986691
511,0.74923,2,0.00159702121837338,0.950022373420967,0.04838060536066
512,0.72438,2,0.0104782280203751,0.939068262274423,0.0504535097052015
513,0.55539,1,0.984451165754342,3.23735412270023e-05,0.0155164607044314
514,0.59574,1,0.974088731764782,0.00141277379841987,0.0244984944367981
515,0.47668,1,0.974603895680232,1.6415241609683e-08,0.0253960879045266
516,0.75979,2,0.000733845757739712,0.945477744019848,0.0537884102224121
517,0.69404,2,0.104108069084885,0.815529677876087,0.0803622530390283
518,0.75559,2,0.000998100790749369,0.947915264892149,0.0510866343171014
519,0.73454,2,0.00481954866070034,0.947841309824134,0.0473391415151659
520,0.63957,1,0.867552187952853,0.0664953413899382,0.0659524706572091
521,0.57482,1,0.981608134813843,0.000202416989951172,0.0181894481962055
522,0.66972,2,0.440728818165832,0.453843228503471,0.105427953330697
523,0.73966,2,0.00327036885494078,0.949784045831154,0.0469455853139056
524,0.93941,3,1.30231555791749e-17,4.88986523280502e-10,0.999999999511013
525,0.97348,3,2.74559188024714e-27,1.21135862505059e-18,1
526,0.50549,1,0.982799706517939,2.69257467305356e-07,0.0172000242245934
527,0.96945,3,1.25520103970115e-25,3.73897698551869e-17,1
528,0.64068,1,0.859571332635697,0.0726482122516406,0.0677804551126621
529,0.53822,1,0.98519004776523,6.29860738588552e-06,0.0148036536273836
530,0.74514,2,0.00216650430863206,0.950426556474406,0.0474069392169615
531,0.97458,3,8.74012196431867e-28,4.33004555620314e-19,1
532,0.82787,3,4.12191311061922e-06,0.447702336681516,0.552293541405373
533,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
534,0.76004,2,0.000720585026405888,0.945304303610377,0.0539751113632169
535,0.50209,1,0.982214018034893,1.93721640443866e-07,0.0177857882434664
536,0.97012,3,6.89443612849113e-26,2.18543414604373e-17,1
537,0.55861,1,0.984149159472744,4.39335189771471e-05,0.0158069070082793
538,0.94964,3,9.04573204747563e-20,6.17500052348311e-12,0.999999999993825
539,0.67504,2,0.343087567214455,0.553008852752936,0.103903580032608
540,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
541,0.52261,1,0.984705545964667,1.40659314214582e-06,0.0152930474421905
542,0.53303,1,0.98514970545088,3.83017043383861e-06,0.0148464643786863
543,0.52982,1,0.985065227580433,2.81434267258344e-06,0.0149319580768941
544,0.99402,3,9.92699828452073e-45,1.60452908289493e-34,1
545,0.80112,2,3.84888140782258e-05,0.823823293404692,0.17613821778123
546,0.78956,2,8.76377488024618e-05,0.887782312645853,0.112130049605345
547,0.75126,2,0.00137375766664001,0.949547744548758,0.0490784977846018
548,0.88885,3,1.23366612164023e-10,0.000372897736620281,0.999627102140013
549,0.97968,3,2.06189537778634e-30,1.86043284079692e-21,1
550,0.52742,1,0.984971961253155,2.23460526582024e-06,0.0150258041415797
551,0.88794,3,1.52415560277781e-10,0.00044051212838427,0.9995594877192
552,0.47714,1,0.974808748725123,1.71672370453337e-08,0.0251912341076401
553,0.87112,3,5.53604448914836e-09,0.00684353544930238,0.993156459014653
554,0.56849,1,0.982829736806734,0.000111695459653314,0.0170585677336131
555,0.64921,1,0.778758966935008,0.138722526463106,0.082518506601886
556,0.55765,1,0.984245209785687,4.01132131051276e-05,0.0157146770012083
557,0.54922,1,0.984877862831316,1.80064135444184e-05,0.0151041307551399
558,0.74521,2,0.00215518805546801,0.950425867842486,0.0474189441020457
559,0.59998,1,0.971476323824955,0.00208421439479853,0.0264394617802462
560,0.53298,1,0.985148739761491,3.81183991564387e-06,0.0148474483985932
561,0.55767,1,0.984243261689291,4.01893307240291e-05,0.0157165489799851
562,0.96941,3,1.3003708185354e-25,3.85931779108349e-17,1
563,0.80635,2,2.62162842214346e-05,0.779071838843493,0.220901944872285
564,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
565,0.58806,1,0.977675318514533,0.00069532211864349,0.0216293593668238
566,0.76321,2,0.000572222002649419,0.942807268367178,0.0566205096301729
567,0.74902,2,0.00162214316674199,0.950061082892132,0.0483167739411262
568,0.59906,1,0.972090061015704,0.00191590417195748,0.0259940348123388
569,0.85013,3,2.28616219290986e-07,0.0904608561694544,0.909538915214326
570,0.59697,1,0.973385406491028,0.00158178583879147,0.0250328076701809
571,0.56575,1,0.98326065257443,8.6280135848951e-05,0.016653067289721
572,0.67698,2,0.309805334689138,0.587666596626718,0.102528068684144
573,0.58295,1,0.97946272898385,0.00043256848956733,0.0201047025265827
574,0.67239,2,0.39082079959646,0.504081085266929,0.105098115136611
575,0.7252,2,0.00983891790852358,0.940077030765301,0.0500840513261755
576,0.87715,3,1.63039324057194e-09,0.00274717982232202,0.997252818547285
577,0.59328,1,0.975378190208451,0.00112647244350895,0.0234953373480399
578,0.74925,2,0.00159464950052554,0.950018585484945,0.0483867650145294
579,0.7663,2,0.000457610609035377,0.939799878295037,0.0597425110959275
580,0.57585,1,0.981375712589396,0.000222919808032387,0.0184013676025714
581,0.96754,3,6.4607822477645e-25,1.62174830348851e-16,1
582,0.98222,3,5.60141659766949e-32,7.14901725320117e-23,1
583,0.82664,3,4.67267855878558e-06,0.472011106307966,0.527984221013475
584,0.74605,2,0.00202401070503978,0.950400581237719,0.0475754080572413
585,0.88945,3,1.07199865930445e-10,0.000333732455825875,0.999666267436974
586,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
587,0.80783,2,2.34584199427867e-05,0.764087838288186,0.235888703291871
588,0.92013,3,2.08117411352024e-14,2.87896678570953e-07,0.999999712103301
589,0.81322,2,1.5440734105535e-05,0.699687904809783,0.300296654456112
590,0.45977,1,0.964347971697482,3.15334806782543e-09,0.0356520251491701
591,0.92707,3,1.85273915886426e-15,3.62645438529689e-08,0.999999963735454
592,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
593,0.56676,1,0.983108089200944,9.48998477706493e-05,0.0167970109512859
594,0.556,1,0.98439831306189,3.43028488173712e-05,0.0155673840892927
595,0.65986,1,0.623240414610084,0.27780258478589,0.0989570006040257
596,0.80248,2,3.4869582249581e-05,0.813331920685267,0.186633209732483
597,0.999,3,1.43798611156863e-65,7.62155323036645e-54,1
598,0.45319,1,0.958439080481391,1.65609931020392e-09,0.0415609178625101
599,0.95987,3,1.98589398977157e-22,2.69946642936568e-14,0.999999999999973
600,0.69973,2,0.068765327574995,0.858814213326189,0.0724204590988162
601,0.72896,2,0.00737587613058639,0.94396448263587,0.0486596412335437
602,0.77489,2,0.000247283406645739,0.927786485842295,0.0719662307510592
603,0.71587,2,0.0201636335861627,0.92424027708559,0.0555960893282474
