"observation","hour","map_component","prob_component_1","prob_component_2","prob_component_3"
183,4,"1",0.996562021801504,0.00264834347000784,0.000789634728488004
184,6,"1",0.996411245219544,0.00159376011288139,0.00199499466757465
185,20,"3",0.00188079640431833,0.0423312459410136,0.955787957654668
186,3,"1",0.989022177668677,0.00968469416339992,0.00129312816792258
187,15,"2",0.00196692671938955,0.994632174807594,0.00340089847301619
188,19,"3",0.00205657926372036,0.0707749505782095,0.92716847015807
189,23,"2",0.0994959895897134,0.413683629235366,0.486820381174921
190,4,"1",0.996562021801504,0.00264834347000784,0.000789634728488004
191,9,"1",0.773570134385657,0.203414340833268,0.0230155247810753
192,20,"3",0.00188079640431833,0.0423312459410136,0.955787957654668
193,15,"2",0.00196692671938955,0.994632174807594,0.00340089847301619
194,14,"2",0.00155430437817764,0.997700352994166,0.000745342627656525
195,17,"2",0.00587412902512925,0.737477973175197,0.256647897799674
196,19,"3",0.00205657926372036,0.0707749505782095,0.92716847015807
197,20,"3",0.00188079640431833,0.0423312459410136,0.955787957654668
198,6,"1",0.996411245219544,0.00159376011288139,0.00199499466757465
199,16,"2",0.0035614190546116,0.966673468821078,0.0297651121243107
200,15,"2",0.00196692671938955,0.994632174807594,0.00340089847301619
201,6,"1",0.996411245219544,0.00159376011288139,0.00199499466757465
202,3,"1",0.989022177668677,0.00968469416339992,0.00129312816792258
203,19,"3",0.00205657926372036,0.0707749505782095,0.92716847015807
204,12,"2",0.00629790195626397,0.99300769255413,0.000694405489606138
205,11,"2",0.0344106762975509,0.962997512328702,0.00259181137374703
206,12,"2",0.00629790195626397,0.99300769255413,0.000694405489606138
207,20,"3",0.00188079640431833,0.0423312459410136,0.955787957654668
208,12,"2",0.00629790195626397,0.99300769255413,0.000694405489606138
209,1,"1",0.757679004928895,0.216443111013307,0.0258778840577979
210,16,"2",0.0035614190546116,0.966673468821078,0.0297651121243107
211,8,"1",0.961127664523373,0.0257363926592165,0.0131359428174104
212,12,"2",0.00629790195626397,0.99300769255413,0.000694405489606138
213,10,"2",0.246390787636817,0.740960079220036,0.0126491331431465
214,12,"2",0.00629790195626397,0.99300769255413,0.000694405489606138
215,14,"2",0.00155430437817764,0.997700352994166,0.000745342627656525
216,22,"3",0.0177219133481277,0.162782674427026,0.819495412224847
217,18,"3",0.00407989916343917,0.248416448802589,0.747503652033972
218,0,"2",0.372269283894856,0.483036385732548,0.144694330372596
219,9,"1",0.773570134385657,0.203414340833268,0.0230155247810753
220,17,"2",0.00587412902512925,0.737477973175197,0.256647897799674
221,11,"2",0.0344106762975509,0.962997512328702,0.00259181137374703
222,12,"2",0.00629790195626397,0.99300769255413,0.000694405489606138
223,1,"2",0.757679004928895,0.216443111013307,0.0258778840577979
224,14,"2",0.00155430437817764,0.997700352994166,0.000745342627656525
225,17,"2",0.00587412902512925,0.737477973175197,0.256647897799674
226,18,"3",0.00407989916343917,0.248416448802589,0.747503652033972
