"observation","hour","map_component","prob_component_1","prob_component_2","prob_component_3"
227,5,"1",0.99766516491829,0.00136075247604319,0.000974082605667028
228,16,"2",0.0035614190546116,0.966673468821078,0.0297651121243107
229,15,"2",0.00196692671938955,0.994632174807594,0.00340089847301619
230,13,"2",0.00220729446131466,0.997363276046115,0.000429429492569945
231,14,"2",0.00155430437817764,0.997700352994166,0.000745342627656525
232,22,"3",0.0177219133481277,0.162782674427026,0.819495412224847
233,14,"2",0.00155430437817764,0.997700352994166,0.000745342627656525
234,2,"1",0.94676830694166,0.0487627743913264,0.00446891866701388
235,0,"2",0.372269283894856,0.483036385732548,0.144694330372596
236,5,"1",0.99766516491829,0.00136075247604319,0.000974082605667028
237,11,"2",0.0344106762975509,0.962997512328702,0.00259181137374703
238,6,"1",0.996411245219544,0.00159376011288139,0.00199499466757465
239,11,"2",0.0344106762975509,0.962997512328702,0.00259181137374703
240,19,"3",0.00205657926372036,0.0707749505782095,0.92716847015807
241,16,"2",0.0035614190546116,0.966673468821078,0.0297651121243107
242,16,"2",0.0035614190546116,0.966673468821078,0.0297651121243107
243,20,"3",0.00188079640431833,0.0423312459410136,0.955787957654668
244,18,"3",0.00407989916343917,0.248416448802589,0.747503652033972
245,9,"1",0.773570134385657,0.203414340833268,0.0230155247810753
246,13,"2",0.00220729446131466,0.997363276046115,0.000429429492569945
247,15,"2",0.00196692671938955,0.994632174807594,0.00340089847301619
248,20,"3",0.00188079640431833,0.0423312459410136,0.955787957654668
249,1,"3",0.757679004928895,0.216443111013307,0.0258778840577979
250,3,"1",0.989022177668677,0.00968469416339992,0.00129312816792258
251,23,"2",0.0994959895897134,0.413683629235366,0.486820381174921
252,4,"1",0.996562021801504,0.00264834347000784,0.000789634728488004
253,23,"3",0.0994959895897134,0.413683629235366,0.486820381174921
254,0,"2",0.372269283894856,0.483036385732548,0.144694330372596
255,10,"2",0.246390787636817,0.740960079220036,0.0126491331431465
256,11,"2",0.0344106762975509,0.962997512328702,0.00259181137374703
257,22,"3",0.0177219133481277,0.162782674427026,0.819495412224847
258,7,"1",0.990360390081249,0.0044422412325017,0.00519736868624962
259,4,"1",0.996562021801504,0.00264834347000784,0.000789634728488004
260,8,"1",0.961127664523373,0.0257363926592165,0.0131359428174104
261,19,"3",0.00205657926372036,0.0707749505782095,0.92716847015807
262,3,"1",0.989022177668677,0.00968469416339992,0.00129312816792258
263,20,"3",0.00188079640431833,0.0423312459410136,0.955787957654668
264,12,"2",0.00629790195626397,0.99300769255413,0.000694405489606138
265,8,"1",0.961127664523373,0.0257363926592165,0.0131359428174104
266,20,"3",0.00188079640431833,0.0423312459410136,0.955787957654668
267,6,"1",0.996411245219544,0.00159376011288139,0.00199499466757465
268,0,"1",0.372269283894856,0.483036385732548,0.144694330372596
269,12,"2",0.00629790195626397,0.99300769255413,0.000694405489606138
270,8,"1",0.961127664523373,0.0257363926592165,0.0131359428174104
271,17,"3",0.00587412902512925,0.737477973175197,0.256647897799674
272,10,"2",0.246390787636817,0.740960079220036,0.0126491331431465
273,6,"1",0.996411245219544,0.00159376011288139,0.00199499466757465
274,23,"2",0.0994959895897134,0.413683629235366,0.486820381174921
275,18,"3",0.00407989916343917,0.248416448802589,0.747503652033972
276,6,"1",0.996411245219544,0.00159376011288139,0.00199499466757465
277,13,"2",0.00220729446131466,0.997363276046115,0.000429429492569945
278,16,"2",0.0035614190546116,0.966673468821078,0.0297651121243107
279,3,"1",0.989022177668677,0.00968469416339992,0.00129312816792258
280,12,"2",0.00629790195626397,0.99300769255413,0.000694405489606138
281,8,"1",0.961127664523373,0.0257363926592165,0.0131359428174104
282,9,"2",0.773570134385657,0.203414340833268,0.0230155247810753
283,17,"1",0.00587412902512925,0.737477973175197,0.256647897799674
284,16,"1",0.0035614190546116,0.966673468821078,0.0297651121243107
285,12,"2",0.00629790195626397,0.99300769255413,0.000694405489606138
286,19,"3",0.00205657926372036,0.0707749505782095,0.92716847015807
287,1,"1",0.757679004928895,0.216443111013307,0.0258778840577979
288,2,"1",0.94676830694166,0.0487627743913264,0.00446891866701388
289,22,"3",0.0177219133481277,0.162782674427026,0.819495412224847
290,8,"1",0.961127664523373,0.0257363926592165,0.0131359428174104
291,18,"2",0.00407989916343917,0.248416448802589,0.747503652033972
292,1,"1",0.757679004928895,0.216443111013307,0.0258778840577979
293,23,"2",0.0994959895897134,0.413683629235366,0.486820381174921
294,5,"1",0.99766516491829,0.00136075247604319,0.000974082605667028
295,0,"1",0.372269283894856,0.483036385732548,0.144694330372596
296,12,"2",0.00629790195626397,0.99300769255413,0.000694405489606138
297,10,"1",0.246390787636817,0.740960079220036,0.0126491331431465
298,16,"2",0.0035614190546116,0.966673468821078,0.0297651121243107
299,0,"2",0.372269283894856,0.483036385732548,0.144694330372596
300,6,"1",0.996411245219544,0.00159376011288139,0.00199499466757465
301,21,"3",0.00399946593837372,0.0612012845556356,0.934799249505991
302,2,"1",0.94676830694166,0.0487627743913264,0.00446891866701388
303,10,"2",0.246390787636817,0.740960079220036,0.0126491331431465
304,16,"2",0.0035614190546116,0.966673468821078,0.0297651121243107
305,7,"1",0.990360390081249,0.0044422412325017,0.00519736868624962
306,19,"3",0.00205657926372036,0.0707749505782095,0.92716847015807
307,7,"1",0.990360390081249,0.0044422412325017,0.00519736868624962
308,15,"2",0.00196692671938955,0.994632174807594,0.00340089847301619
309,23,"2",0.0994959895897134,0.413683629235366,0.486820381174921
310,14,"2",0.00155430437817764,0.997700352994166,0.000745342627656525
311,13,"2",0.00220729446131466,0.997363276046115,0.000429429492569945
312,8,"1",0.961127664523373,0.0257363926592165,0.0131359428174104
313,18,"2",0.00407989916343917,0.248416448802589,0.747503652033972
314,14,"2",0.00155430437817764,0.997700352994166,0.000745342627656525
315,1,"1",0.757679004928895,0.216443111013307,0.0258778840577979
316,2,"1",0.94676830694166,0.0487627743913264,0.00446891866701388
317,9,"2",0.773570134385657,0.203414340833268,0.0230155247810753
318,0,"1",0.372269283894856,0.483036385732548,0.144694330372596
319,13,"2",0.00220729446131466,0.997363276046115,0.000429429492569945
320,10,"2",0.246390787636817,0.740960079220036,0.0126491331431465
321,22,"3",0.0177219133481277,0.162782674427026,0.819495412224847
322,5,"1",0.99766516491829,0.00136075247604319,0.000974082605667028
323,6,"1",0.996411245219544,0.00159376011288139,0.00199499466757465
324,9,"1",0.773570134385657,0.203414340833268,0.0230155247810753
325,8,"1",0.961127664523373,0.0257363926592165,0.0131359428174104
326,4,"1",0.996562021801504,0.00264834347000784,0.000789634728488004
327,10,"2",0.246390787636817,0.740960079220036,0.0126491331431465
328,3,"1",0.989022177668677,0.00968469416339992,0.00129312816792258
329,12,"2",0.00629790195626397,0.99300769255413,0.000694405489606138
330,14,"2",0.00155430437817764,0.997700352994166,0.000745342627656525
331,22,"3",0.0177219133481277,0.162782674427026,0.819495412224847
332,20,"3",0.00188079640431833,0.0423312459410136,0.955787957654668
333,11,"2",0.0344106762975509,0.962997512328702,0.00259181137374703
334,22,"3",0.0177219133481277,0.162782674427026,0.819495412224847
335,10,"2",0.246390787636817,0.740960079220036,0.0126491331431465
336,18,"2",0.00407989916343917,0.248416448802589,0.747503652033972
337,1,"1",0.757679004928895,0.216443111013307,0.0258778840577979
338,9,"1",0.773570134385657,0.203414340833268,0.0230155247810753
339,12,"2",0.00629790195626397,0.99300769255413,0.000694405489606138
340,16,"2",0.0035614190546116,0.966673468821078,0.0297651121243107
341,19,"3",0.00205657926372036,0.0707749505782095,0.92716847015807
342,3,"1",0.989022177668677,0.00968469416339992,0.00129312816792258
343,10,"2",0.246390787636817,0.740960079220036,0.0126491331431465
344,7,"1",0.990360390081249,0.0044422412325017,0.00519736868624962
345,20,"3",0.00188079640431833,0.0423312459410136,0.955787957654668
346,5,"1",0.99766516491829,0.00136075247604319,0.000974082605667028
347,5,"1",0.99766516491829,0.00136075247604319,0.000974082605667028
348,16,"2",0.0035614190546116,0.966673468821078,0.0297651121243107
349,8,"1",0.961127664523373,0.0257363926592165,0.0131359428174104
350,8,"1",0.961127664523373,0.0257363926592165,0.0131359428174104
351,4,"1",0.996562021801504,0.00264834347000784,0.000789634728488004
352,3,"1",0.989022177668677,0.00968469416339992,0.00129312816792258
353,20,"3",0.00188079640431833,0.0423312459410136,0.955787957654668
354,0,"2",0.372269283894856,0.483036385732548,0.144694330372596
355,2,"1",0.94676830694166,0.0487627743913264,0.00446891866701388
356,4,"1",0.996562021801504,0.00264834347000784,0.000789634728488004
357,9,"1",0.773570134385657,0.203414340833268,0.0230155247810753
358,13,"2",0.00220729446131466,0.997363276046115,0.000429429492569945
359,17,"2",0.00587412902512925,0.737477973175197,0.256647897799674
360,18,"3",0.00407989916343917,0.248416448802589,0.747503652033972
361,20,"3",0.00188079640431833,0.0423312459410136,0.955787957654668
362,1,"1",0.757679004928895,0.216443111013307,0.0258778840577979
363,20,"3",0.00188079640431833,0.0423312459410136,0.955787957654668
364,17,"2",0.00587412902512925,0.737477973175197,0.256647897799674
365,7,"1",0.990360390081249,0.0044422412325017,0.00519736868624962
366,21,"3",0.00399946593837372,0.0612012845556356,0.934799249505991
367,5,"1",0.99766516491829,0.00136075247604319,0.000974082605667028
368,2,"1",0.94676830694166,0.0487627743913264,0.00446891866701388
369,0,"1",0.372269283894856,0.483036385732548,0.144694330372596
370,15,"2",0.00196692671938955,0.994632174807594,0.00340089847301619
371,23,"2",0.0994959895897134,0.413683629235366,0.486820381174921
372,3,"1",0.989022177668677,0.00968469416339992,0.00129312816792258
373,21,"3",0.00399946593837372,0.0612012845556356,0.934799249505991
374,22,"3",0.0177219133481277,0.162782674427026,0.819495412224847
375,23,"2",0.0994959895897134,0.413683629235366,0.486820381174921
376,18,"2",0.00407989916343917,0.248416448802589,0.747503652033972
377,21,"3",0.00399946593837372,0.0612012845556356,0.934799249505991
378,7,"1",0.990360390081249,0.0044422412325017,0.00519736868624962
379,16,"2",0.0035614190546116,0.966673468821078,0.0297651121243107
380,3,"1",0.989022177668677,0.00968469416339992,0.00129312816792258
381,12,"2",0.00629790195626397,0.99300769255413,0.000694405489606138
382,15,"2",0.00196692671938955,0.994632174807594,0.00340089847301619
383,10,"2",0.246390787636817,0.740960079220036,0.0126491331431465
384,18,"3",0.00407989916343917,0.248416448802589,0.747503652033972
385,9,"1",0.773570134385657,0.203414340833268,0.0230155247810753
386,7,"1",0.990360390081249,0.0044422412325017,0.00519736868624962
387,1,"1",0.757679004928895,0.216443111013307,0.0258778840577979
388,0,"2",0.372269283894856,0.483036385732548,0.144694330372596
389,4,"1",0.996562021801504,0.00264834347000784,0.000789634728488004
390,3,"1",0.989022177668677,0.00968469416339992,0.00129312816792258
391,19,"3",0.00205657926372036,0.0707749505782095,0.92716847015807
392,16,"2",0.0035614190546116,0.966673468821078,0.0297651121243107
393,16,"2",0.0035614190546116,0.966673468821078,0.0297651121243107
394,20,"3",0.00188079640431833,0.0423312459410136,0.955787957654668
395,21,"3",0.00399946593837372,0.0612012845556356,0.934799249505991
396,23,"2",0.0994959895897134,0.413683629235366,0.486820381174921
397,0,"2",0.372269283894856,0.483036385732548,0.144694330372596
398,19,"3",0.00205657926372036,0.0707749505782095,0.92716847015807
399,19,"3",0.00205657926372036,0.0707749505782095,0.92716847015807
400,10,"2",0.246390787636817,0.740960079220036,0.0126491331431465
401,5,"1",0.99766516491829,0.00136075247604319,0.000974082605667028
402,6,"1",0.996411245219544,0.00159376011288139,0.00199499466757465
403,10,"2",0.246390787636817,0.740960079220036,0.0126491331431465
404,20,"3",0.00188079640431833,0.0423312459410136,0.955787957654668
405,11,"2",0.0344106762975509,0.962997512328702,0.00259181137374703
406,11,"2",0.0344106762975509,0.962997512328702,0.00259181137374703
407,23,"3",0.0994959895897134,0.413683629235366,0.486820381174921
408,10,"2",0.246390787636817,0.740960079220036,0.0126491331431465
409,14,"2",0.00155430437817764,0.997700352994166,0.000745342627656525
410,20,"3",0.00188079640431833,0.0423312459410136,0.955787957654668
411,21,"3",0.00399946593837372,0.0612012845556356,0.934799249505991
412,0,"1",0.372269283894856,0.483036385732548,0.144694330372596
413,20,"3",0.00188079640431833,0.0423312459410136,0.955787957654668
414,21,"3",0.00399946593837372,0.0612012845556356,0.934799249505991
415,17,"2",0.00587412902512925,0.737477973175197,0.256647897799674
416,19,"3",0.00205657926372036,0.0707749505782095,0.92716847015807
417,18,"3",0.00407989916343917,0.248416448802589,0.747503652033972
418,8,"1",0.961127664523373,0.0257363926592165,0.0131359428174104
419,21,"3",0.00399946593837372,0.0612012845556356,0.934799249505991
420,8,"1",0.961127664523373,0.0257363926592165,0.0131359428174104
421,22,"3",0.0177219133481277,0.162782674427026,0.819495412224847
422,14,"2",0.00155430437817764,0.997700352994166,0.000745342627656525
423,16,"2",0.0035614190546116,0.966673468821078,0.0297651121243107
424,13,"2",0.00220729446131466,0.997363276046115,0.000429429492569945
425,3,"2",0.989022177668677,0.00968469416339992,0.00129312816792258
426,8,"1",0.961127664523373,0.0257363926592165,0.0131359428174104
427,17,"2",0.00587412902512925,0.737477973175197,0.256647897799674
428,21,"3",0.00399946593837372,0.0612012845556356,0.934799249505991
429,22,"2",0.0177219133481277,0.162782674427026,0.819495412224847
430,17,"2",0.00587412902512925,0.737477973175197,0.256647897799674
431,3,"1",0.989022177668677,0.00968469416339992,0.00129312816792258
432,11,"2",0.0344106762975509,0.962997512328702,0.00259181137374703
433,19,"3",0.00205657926372036,0.0707749505782095,0.92716847015807
434,13,"2",0.00220729446131466,0.997363276046115,0.000429429492569945
435,17,"2",0.00587412902512925,0.737477973175197,0.256647897799674
436,18,"3",0.00407989916343917,0.248416448802589,0.747503652033972
437,18,"3",0.00407989916343917,0.248416448802589,0.747503652033972
438,5,"1",0.99766516491829,0.00136075247604319,0.000974082605667028
439,9,"1",0.773570134385657,0.203414340833268,0.0230155247810753
440,1,"1",0.757679004928895,0.216443111013307,0.0258778840577979
441,3,"1",0.989022177668677,0.00968469416339992,0.00129312816792258
442,6,"1",0.996411245219544,0.00159376011288139,0.00199499466757465
443,2,"3",0.94676830694166,0.0487627743913264,0.00446891866701388
444,20,"3",0.00188079640431833,0.0423312459410136,0.955787957654668
445,14,"2",0.00155430437817764,0.997700352994166,0.000745342627656525
446,0,"1",0.372269283894856,0.483036385732548,0.144694330372596
447,4,"1",0.996562021801504,0.00264834347000784,0.000789634728488004
448,14,"2",0.00155430437817764,0.997700352994166,0.000745342627656525
449,3,"1",0.989022177668677,0.00968469416339992,0.00129312816792258
450,14,"2",0.00155430437817764,0.997700352994166,0.000745342627656525
451,7,"1",0.990360390081249,0.0044422412325017,0.00519736868624962
452,9,"1",0.773570134385657,0.203414340833268,0.0230155247810753
453,15,"2",0.00196692671938955,0.994632174807594,0.00340089847301619
454,1,"1",0.757679004928895,0.216443111013307,0.0258778840577979
455,5,"1",0.99766516491829,0.00136075247604319,0.000974082605667028
456,22,"3",0.0177219133481277,0.162782674427026,0.819495412224847
457,18,"3",0.00407989916343917,0.248416448802589,0.747503652033972
458,7,"1",0.990360390081249,0.0044422412325017,0.00519736868624962
459,19,"3",0.00205657926372036,0.0707749505782095,0.92716847015807
460,7,"1",0.990360390081249,0.0044422412325017,0.00519736868624962
461,11,"2",0.0344106762975509,0.962997512328702,0.00259181137374703
462,6,"1",0.996411245219544,0.00159376011288139,0.00199499466757465
463,21,"3",0.00399946593837372,0.0612012845556356,0.934799249505991
464,1,"1",0.757679004928895,0.216443111013307,0.0258778840577979
465,1,"3",0.757679004928895,0.216443111013307,0.0258778840577979
466,11,"2",0.0344106762975509,0.962997512328702,0.00259181137374703
467,6,"1",0.996411245219544,0.00159376011288139,0.00199499466757465
468,6,"1",0.996411245219544,0.00159376011288139,0.00199499466757465
469,0,"2",0.372269283894856,0.483036385732548,0.144694330372596
470,11,"2",0.0344106762975509,0.962997512328702,0.00259181137374703
471,23,"2",0.0994959895897134,0.413683629235366,0.486820381174921
472,20,"3",0.00188079640431833,0.0423312459410136,0.955787957654668
473,11,"2",0.0344106762975509,0.962997512328702,0.00259181137374703
474,7,"1",0.990360390081249,0.0044422412325017,0.00519736868624962
475,1,"2",0.757679004928895,0.216443111013307,0.0258778840577979
476,20,"3",0.00188079640431833,0.0423312459410136,0.955787957654668
477,5,"1",0.99766516491829,0.00136075247604319,0.000974082605667028
478,6,"1",0.996411245219544,0.00159376011288139,0.00199499466757465
479,21,"3",0.00399946593837372,0.0612012845556356,0.934799249505991
480,1,"1",0.757679004928895,0.216443111013307,0.0258778840577979
481,20,"3",0.00188079640431833,0.0423312459410136,0.955787957654668
482,12,"2",0.00629790195626397,0.99300769255413,0.000694405489606138
483,4,"1",0.996562021801504,0.00264834347000784,0.000789634728488004
484,19,"3",0.00205657926372036,0.0707749505782095,0.92716847015807
485,21,"3",0.00399946593837372,0.0612012845556356,0.934799249505991
486,8,"1",0.961127664523373,0.0257363926592165,0.0131359428174104
487,16,"2",0.0035614190546116,0.966673468821078,0.0297651121243107
488,14,"2",0.00155430437817764,0.997700352994166,0.000745342627656525
489,0,"1",0.372269283894856,0.483036385732548,0.144694330372596
490,3,"1",0.989022177668677,0.00968469416339992,0.00129312816792258
491,20,"3",0.00188079640431833,0.0423312459410136,0.955787957654668
492,5,"1",0.99766516491829,0.00136075247604319,0.000974082605667028
493,1,"1",0.757679004928895,0.216443111013307,0.0258778840577979
494,13,"2",0.00220729446131466,0.997363276046115,0.000429429492569945
495,7,"1",0.990360390081249,0.0044422412325017,0.00519736868624962
496,19,"3",0.00205657926372036,0.0707749505782095,0.92716847015807
497,7,"1",0.990360390081249,0.0044422412325017,0.00519736868624962
498,12,"2",0.00629790195626397,0.99300769255413,0.000694405489606138
499,2,"1",0.94676830694166,0.0487627743913264,0.00446891866701388
500,19,"3",0.00205657926372036,0.0707749505782095,0.92716847015807
501,11,"2",0.0344106762975509,0.962997512328702,0.00259181137374703
502,11,"2",0.0344106762975509,0.962997512328702,0.00259181137374703
503,0,"1",0.372269283894856,0.483036385732548,0.144694330372596
504,16,"2",0.0035614190546116,0.966673468821078,0.0297651121243107
505,1,"1",0.757679004928895,0.216443111013307,0.0258778840577979
506,3,"1",0.989022177668677,0.00968469416339992,0.00129312816792258
507,9,"1",0.773570134385657,0.203414340833268,0.0230155247810753
508,23,"2",0.0994959895897134,0.413683629235366,0.486820381174921
509,12,"2",0.00629790195626397,0.99300769255413,0.000694405489606138
510,7,"1",0.990360390081249,0.0044422412325017,0.00519736868624962
511,14,"2",0.00155430437817764,0.997700352994166,0.000745342627656525
512,15,"2",0.00196692671938955,0.994632174807594,0.00340089847301619
513,4,"1",0.996562021801504,0.00264834347000784,0.000789634728488004
514,1,"1",0.757679004928895,0.216443111013307,0.0258778840577979
515,7,"1",0.990360390081249,0.0044422412325017,0.00519736868624962
516,14,"2",0.00155430437817764,0.997700352994166,0.000745342627656525
517,10,"2",0.246390787636817,0.740960079220036,0.0126491331431465
518,11,"2",0.0344106762975509,0.962997512328702,0.00259181137374703
519,11,"2",0.0344106762975509,0.962997512328702,0.00259181137374703
520,9,"1",0.773570134385657,0.203414340833268,0.0230155247810753
521,3,"1",0.989022177668677,0.00968469416339992,0.00129312816792258
522,9,"2",0.773570134385657,0.203414340833268,0.0230155247810753
