"observation","map_component","hour","sin_1","cos_1","sin_2","cos_2"
457,"3",18,-1,-1.83697019872103e-16,3.67394039744206e-16,-1
458,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
459,"3",19,-0.965925826289068,0.25881904510252,-0.499999999999999,-0.866025403784439
460,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
461,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
462,"1",6,1,6.12323399573677e-17,1.22464679914735e-16,-1
463,"3",21,-0.707106781186548,0.707106781186547,-1,-4.28626379701574e-16
464,"1",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
465,"3",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
466,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
467,"1",6,1,6.12323399573677e-17,1.22464679914735e-16,-1
468,"1",6,1,6.12323399573677e-17,1.22464679914735e-16,-1
469,"2",0,0,1,0,1
470,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
471,"2",23,-0.258819045102522,0.965925826289068,-0.500000000000001,0.866025403784438
472,"3",20,-0.866025403784439,0.5,-0.866025403784439,-0.5
473,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
474,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
475,"2",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
476,"3",20,-0.866025403784439,0.5,-0.866025403784439,-0.5
477,"1",5,0.965925826289068,0.258819045102521,0.5,-0.866025403784439
478,"1",6,1,6.12323399573677e-17,1.22464679914735e-16,-1
479,"3",21,-0.707106781186548,0.707106781186547,-1,-4.28626379701574e-16
480,"1",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
481,"3",20,-0.866025403784439,0.5,-0.866025403784439,-0.5
482,"2",12,1.22464679914735e-16,-1,-2.44929359829471e-16,1
483,"1",4,0.866025403784439,0.5,0.866025403784439,-0.5
484,"3",19,-0.965925826289068,0.25881904510252,-0.499999999999999,-0.866025403784439
485,"3",21,-0.707106781186548,0.707106781186547,-1,-4.28626379701574e-16
486,"1",8,0.866025403784439,-0.5,-0.866025403784438,-0.5
487,"2",16,-0.866025403784438,-0.5,0.866025403784439,-0.499999999999999
488,"2",14,-0.5,-0.866025403784439,0.866025403784438,0.500000000000001
489,"1",0,0,1,0,1
490,"1",3,0.707106781186547,0.707106781186548,1,6.12323399573677e-17
491,"3",20,-0.866025403784439,0.5,-0.866025403784439,-0.5
492,"1",5,0.965925826289068,0.258819045102521,0.5,-0.866025403784439
493,"1",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
494,"2",13,-0.258819045102521,-0.965925826289068,0.5,0.866025403784439
495,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
496,"3",19,-0.965925826289068,0.25881904510252,-0.499999999999999,-0.866025403784439
497,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
498,"2",12,1.22464679914735e-16,-1,-2.44929359829471e-16,1
499,"1",2,0.5,0.866025403784439,0.866025403784439,0.5
500,"3",19,-0.965925826289068,0.25881904510252,-0.499999999999999,-0.866025403784439
501,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
502,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
503,"1",0,0,1,0,1
504,"2",16,-0.866025403784438,-0.5,0.866025403784439,-0.499999999999999
505,"1",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
506,"1",3,0.707106781186547,0.707106781186548,1,6.12323399573677e-17
507,"1",9,0.707106781186548,-0.707106781186547,-1,-1.83697019872103e-16
508,"2",23,-0.258819045102522,0.965925826289068,-0.500000000000001,0.866025403784438
509,"2",12,1.22464679914735e-16,-1,-2.44929359829471e-16,1
510,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
511,"2",14,-0.5,-0.866025403784439,0.866025403784438,0.500000000000001
512,"2",15,-0.707106781186547,-0.707106781186548,1,1.19434011948696e-15
513,"1",4,0.866025403784439,0.5,0.866025403784439,-0.5
514,"1",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
515,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
516,"2",14,-0.5,-0.866025403784439,0.866025403784438,0.500000000000001
517,"2",10,0.5,-0.866025403784439,-0.866025403784439,0.5
518,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
519,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
520,"1",9,0.707106781186548,-0.707106781186547,-1,-1.83697019872103e-16
521,"1",3,0.707106781186547,0.707106781186548,1,6.12323399573677e-17
522,"2",9,0.707106781186548,-0.707106781186547,-1,-1.83697019872103e-16
523,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
524,"3",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
525,"3",18,-1,-1.83697019872103e-16,3.67394039744206e-16,-1
526,"1",5,0.965925826289068,0.258819045102521,0.5,-0.866025403784439
527,"3",21,-0.707106781186548,0.707106781186547,-1,-4.28626379701574e-16
528,"1",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
529,"1",5,0.965925826289068,0.258819045102521,0.5,-0.866025403784439
530,"2",13,-0.258819045102521,-0.965925826289068,0.5,0.866025403784439
531,"3",21,-0.707106781186548,0.707106781186547,-1,-4.28626379701574e-16
532,"3",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
533,"3",20,-0.866025403784439,0.5,-0.866025403784439,-0.5
534,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
535,"1",4,0.866025403784439,0.5,0.866025403784439,-0.5
536,"3",19,-0.965925826289068,0.25881904510252,-0.499999999999999,-0.866025403784439
537,"1",2,0.5,0.866025403784439,0.866025403784439,0.5
538,"3",21,-0.707106781186548,0.707106781186547,-1,-4.28626379701574e-16
539,"2",0,0,1,0,1
540,"3",20,-0.866025403784439,0.5,-0.866025403784439,-0.5
541,"1",4,0.866025403784439,0.5,0.866025403784439,-0.5
542,"1",6,1,6.12323399573677e-17,1.22464679914735e-16,-1
543,"1",2,0.5,0.866025403784439,0.866025403784439,0.5
544,"3",19,-0.965925826289068,0.25881904510252,-0.499999999999999,-0.866025403784439
545,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
546,"2",18,-1,-1.83697019872103e-16,3.67394039744206e-16,-1
547,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
548,"3",18,-1,-1.83697019872103e-16,3.67394039744206e-16,-1
549,"3",21,-0.707106781186548,0.707106781186547,-1,-4.28626379701574e-16
550,"1",6,1,6.12323399573677e-17,1.22464679914735e-16,-1
551,"3",19,-0.965925826289068,0.25881904510252,-0.499999999999999,-0.866025403784439
552,"1",6,1,6.12323399573677e-17,1.22464679914735e-16,-1
553,"3",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
554,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
555,"1",4,0.866025403784439,0.5,0.866025403784439,-0.5
556,"1",2,0.5,0.866025403784439,0.866025403784439,0.5
557,"1",3,0.707106781186547,0.707106781186548,1,6.12323399573677e-17
558,"2",15,-0.707106781186547,-0.707106781186548,1,1.19434011948696e-15
559,"1",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
560,"1",6,1,6.12323399573677e-17,1.22464679914735e-16,-1
561,"1",4,0.866025403784439,0.5,0.866025403784439,-0.5
562,"3",21,-0.707106781186548,0.707106781186547,-1,-4.28626379701574e-16
563,"2",12,1.22464679914735e-16,-1,-2.44929359829471e-16,1
564,"3",18,-1,-1.83697019872103e-16,3.67394039744206e-16,-1
565,"1",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
566,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
567,"2",12,1.22464679914735e-16,-1,-2.44929359829471e-16,1
568,"1",4,0.866025403784439,0.5,0.866025403784439,-0.5
569,"3",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
570,"1",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
571,"1",2,0.5,0.866025403784439,0.866025403784439,0.5
572,"2",9,0.707106781186548,-0.707106781186547,-1,-1.83697019872103e-16
573,"1",8,0.866025403784439,-0.5,-0.866025403784438,-0.5
574,"2",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
575,"2",16,-0.866025403784438,-0.5,0.866025403784439,-0.499999999999999
576,"3",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
577,"1",2,0.5,0.866025403784439,0.866025403784439,0.5
578,"2",17,-0.965925826289068,-0.258819045102521,0.5,-0.866025403784439
579,"2",12,1.22464679914735e-16,-1,-2.44929359829471e-16,1
580,"1",6,1,6.12323399573677e-17,1.22464679914735e-16,-1
581,"3",21,-0.707106781186548,0.707106781186547,-1,-4.28626379701574e-16
582,"3",18,-1,-1.83697019872103e-16,3.67394039744206e-16,-1
583,"3",23,-0.258819045102522,0.965925826289068,-0.500000000000001,0.866025403784438
584,"2",16,-0.866025403784438,-0.5,0.866025403784439,-0.499999999999999
585,"3",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
586,"3",18,-1,-1.83697019872103e-16,3.67394039744206e-16,-1
587,"2",13,-0.258819045102521,-0.965925826289068,0.5,0.866025403784439
588,"3",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
589,"2",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
590,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
591,"3",18,-1,-1.83697019872103e-16,3.67394039744206e-16,-1
592,"3",19,-0.965925826289068,0.25881904510252,-0.499999999999999,-0.866025403784439
593,"1",4,0.866025403784439,0.5,0.866025403784439,-0.5
594,"1",3,0.707106781186547,0.707106781186548,1,6.12323399573677e-17
595,"1",0,0,1,0,1
596,"2",12,1.22464679914735e-16,-1,-2.44929359829471e-16,1
597,"3",20,-0.866025403784439,0.5,-0.866025403784439,-0.5
598,"1",5,0.965925826289068,0.258819045102521,0.5,-0.866025403784439
599,"3",19,-0.965925826289068,0.25881904510252,-0.499999999999999,-0.866025403784439
600,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
601,"2",12,1.22464679914735e-16,-1,-2.44929359829471e-16,1
602,"2",16,-0.866025403784438,-0.5,0.866025403784439,-0.499999999999999
603,"2",0,0,1,0,1
604,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
605,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
606,"2",23,-0.258819045102522,0.965925826289068,-0.500000000000001,0.866025403784438
607,"2",12,1.22464679914735e-16,-1,-2.44929359829471e-16,1
608,"2",16,-0.866025403784438,-0.5,0.866025403784439,-0.499999999999999
609,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
610,"2",0,0,1,0,1
611,"3",23,-0.258819045102522,0.965925826289068,-0.500000000000001,0.866025403784438
612,"3",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
613,"2",15,-0.707106781186547,-0.707106781186548,1,1.19434011948696e-15
614,"3",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
615,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
616,"3",20,-0.866025403784439,0.5,-0.866025403784439,-0.5
617,"3",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
618,"1",9,0.707106781186548,-0.707106781186547,-1,-1.83697019872103e-16
619,"1",5,0.965925826289068,0.258819045102521,0.5,-0.866025403784439
620,"2",15,-0.707106781186547,-0.707106781186548,1,1.19434011948696e-15
621,"1",2,0.5,0.866025403784439,0.866025403784439,0.5
622,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
623,"1",2,0.5,0.866025403784439,0.866025403784439,0.5
624,"2",13,-0.258819045102521,-0.965925826289068,0.5,0.866025403784439
625,"2",0,0,1,0,1
626,"1",4,0.866025403784439,0.5,0.866025403784439,-0.5
627,"1",5,0.965925826289068,0.258819045102521,0.5,-0.866025403784439
628,"3",20,-0.866025403784439,0.5,-0.866025403784439,-0.5
629,"3",21,-0.707106781186548,0.707106781186547,-1,-4.28626379701574e-16
630,"2",16,-0.866025403784438,-0.5,0.866025403784439,-0.499999999999999
631,"1",9,0.707106781186548,-0.707106781186547,-1,-1.83697019872103e-16
632,"3",0,0,1,0,1
633,"2",16,-0.866025403784438,-0.5,0.866025403784439,-0.499999999999999
634,"2",16,-0.866025403784438,-0.5,0.866025403784439,-0.499999999999999
635,"3",20,-0.866025403784439,0.5,-0.866025403784439,-0.5
636,"2",12,1.22464679914735e-16,-1,-2.44929359829471e-16,1
637,"1",5,0.965925826289068,0.258819045102521,0.5,-0.866025403784439
638,"2",14,-0.5,-0.866025403784439,0.866025403784438,0.500000000000001
639,"1",0,0,1,0,1
640,"3",17,-0.965925826289068,-0.258819045102521,0.5,-0.866025403784439
641,"3",19,-0.965925826289068,0.25881904510252,-0.499999999999999,-0.866025403784439
642,"2",13,-0.258819045102521,-0.965925826289068,0.5,0.866025403784439
643,"1",0,0,1,0,1
644,"2",13,-0.258819045102521,-0.965925826289068,0.5,0.866025403784439
645,"1",4,0.866025403784439,0.5,0.866025403784439,-0.5
646,"2",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
647,"3",20,-0.866025403784439,0.5,-0.866025403784439,-0.5
648,"1",5,0.965925826289068,0.258819045102521,0.5,-0.866025403784439
649,"1",3,0.707106781186547,0.707106781186548,1,6.12323399573677e-17
650,"2",14,-0.5,-0.866025403784439,0.866025403784438,0.500000000000001
651,"2",12,1.22464679914735e-16,-1,-2.44929359829471e-16,1
652,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
653,"1",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
654,"1",8,0.866025403784439,-0.5,-0.866025403784438,-0.5
655,"3",19,-0.965925826289068,0.25881904510252,-0.499999999999999,-0.866025403784439
656,"3",19,-0.965925826289068,0.25881904510252,-0.499999999999999,-0.866025403784439
657,"2",17,-0.965925826289068,-0.258819045102521,0.5,-0.866025403784439
658,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
659,"1",5,0.965925826289068,0.258819045102521,0.5,-0.866025403784439
660,"1",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
661,"1",10,0.5,-0.866025403784439,-0.866025403784439,0.5
662,"1",9,0.707106781186548,-0.707106781186547,-1,-1.83697019872103e-16
663,"1",2,0.5,0.866025403784439,0.866025403784439,0.5
664,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
665,"1",4,0.866025403784439,0.5,0.866025403784439,-0.5
666,"1",4,0.866025403784439,0.5,0.866025403784439,-0.5
667,"2",10,0.5,-0.866025403784439,-0.866025403784439,0.5
668,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
669,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
670,"1",8,0.866025403784439,-0.5,-0.866025403784438,-0.5
671,"2",9,0.707106781186548,-0.707106781186547,-1,-1.83697019872103e-16
672,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
673,"2",17,-0.965925826289068,-0.258819045102521,0.5,-0.866025403784439
674,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
675,"1",8,0.866025403784439,-0.5,-0.866025403784438,-0.5
676,"2",14,-0.5,-0.866025403784439,0.866025403784438,0.500000000000001
677,"1",5,0.965925826289068,0.258819045102521,0.5,-0.866025403784439
678,"1",5,0.965925826289068,0.258819045102521,0.5,-0.866025403784439
679,"1",9,0.707106781186548,-0.707106781186547,-1,-1.83697019872103e-16
680,"2",18,-1,-1.83697019872103e-16,3.67394039744206e-16,-1
681,"2",17,-0.965925826289068,-0.258819045102521,0.5,-0.866025403784439
682,"2",13,-0.258819045102521,-0.965925826289068,0.5,0.866025403784439
683,"2",12,1.22464679914735e-16,-1,-2.44929359829471e-16,1
684,"3",18,-1,-1.83697019872103e-16,3.67394039744206e-16,-1
685,"1",0,0,1,0,1
686,"3",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
687,"2",12,1.22464679914735e-16,-1,-2.44929359829471e-16,1
688,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
689,"3",23,-0.258819045102522,0.965925826289068,-0.500000000000001,0.866025403784438
690,"2",12,1.22464679914735e-16,-1,-2.44929359829471e-16,1
691,"3",23,-0.258819045102522,0.965925826289068,-0.500000000000001,0.866025403784438
692,"2",15,-0.707106781186547,-0.707106781186548,1,1.19434011948696e-15
693,"3",21,-0.707106781186548,0.707106781186547,-1,-4.28626379701574e-16
694,"3",18,-1,-1.83697019872103e-16,3.67394039744206e-16,-1
695,"2",10,0.5,-0.866025403784439,-0.866025403784439,0.5
696,"2",15,-0.707106781186547,-0.707106781186548,1,1.19434011948696e-15
697,"1",0,0,1,0,1
698,"1",3,0.707106781186547,0.707106781186548,1,6.12323399573677e-17
699,"1",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
700,"2",12,1.22464679914735e-16,-1,-2.44929359829471e-16,1
701,"2",15,-0.707106781186547,-0.707106781186548,1,1.19434011948696e-15
702,"2",12,1.22464679914735e-16,-1,-2.44929359829471e-16,1
703,"2",23,-0.258819045102522,0.965925826289068,-0.500000000000001,0.866025403784438
704,"1",12,1.22464679914735e-16,-1,-2.44929359829471e-16,1
705,"3",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
706,"3",17,-0.965925826289068,-0.258819045102521,0.5,-0.866025403784439
707,"1",8,0.866025403784439,-0.5,-0.866025403784438,-0.5
708,"1",5,0.965925826289068,0.258819045102521,0.5,-0.866025403784439
709,"2",14,-0.5,-0.866025403784439,0.866025403784438,0.500000000000001
710,"3",20,-0.866025403784439,0.5,-0.866025403784439,-0.5
711,"3",21,-0.707106781186548,0.707106781186547,-1,-4.28626379701574e-16
712,"1",2,0.5,0.866025403784439,0.866025403784439,0.5
713,"3",21,-0.707106781186548,0.707106781186547,-1,-4.28626379701574e-16
714,"3",21,-0.707106781186548,0.707106781186547,-1,-4.28626379701574e-16
715,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
716,"2",15,-0.707106781186547,-0.707106781186548,1,1.19434011948696e-15
717,"3",19,-0.965925826289068,0.25881904510252,-0.499999999999999,-0.866025403784439
718,"2",16,-0.866025403784438,-0.5,0.866025403784439,-0.499999999999999
719,"1",4,0.866025403784439,0.5,0.866025403784439,-0.5
720,"1",4,0.866025403784439,0.5,0.866025403784439,-0.5
721,"2",17,-0.965925826289068,-0.258819045102521,0.5,-0.866025403784439
722,"2",10,0.5,-0.866025403784439,-0.866025403784439,0.5
723,"3",19,-0.965925826289068,0.25881904510252,-0.499999999999999,-0.866025403784439
724,"2",13,-0.258819045102521,-0.965925826289068,0.5,0.866025403784439
725,"3",21,-0.707106781186548,0.707106781186547,-1,-4.28626379701574e-16
726,"2",13,-0.258819045102521,-0.965925826289068,0.5,0.866025403784439
727,"1",3,0.707106781186547,0.707106781186548,1,6.12323399573677e-17
728,"2",13,-0.258819045102521,-0.965925826289068,0.5,0.866025403784439
729,"1",4,0.866025403784439,0.5,0.866025403784439,-0.5
730,"1",9,0.707106781186548,-0.707106781186547,-1,-1.83697019872103e-16
731,"3",20,-0.866025403784439,0.5,-0.866025403784439,-0.5
732,"1",2,0.5,0.866025403784439,0.866025403784439,0.5
733,"1",6,1,6.12323399573677e-17,1.22464679914735e-16,-1
734,"1",9,0.707106781186548,-0.707106781186547,-1,-1.83697019872103e-16
735,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
736,"1",5,0.965925826289068,0.258819045102521,0.5,-0.866025403784439
737,"3",20,-0.866025403784439,0.5,-0.866025403784439,-0.5
738,"2",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
739,"2",16,-0.866025403784438,-0.5,0.866025403784439,-0.499999999999999
740,"2",14,-0.5,-0.866025403784439,0.866025403784438,0.500000000000001
741,"2",13,-0.258819045102521,-0.965925826289068,0.5,0.866025403784439
742,"1",4,0.866025403784439,0.5,0.866025403784439,-0.5
743,"1",6,1,6.12323399573677e-17,1.22464679914735e-16,-1
744,"3",20,-0.866025403784439,0.5,-0.866025403784439,-0.5
745,"2",15,-0.707106781186547,-0.707106781186548,1,1.19434011948696e-15
746,"1",4,0.866025403784439,0.5,0.866025403784439,-0.5
747,"1",5,0.965925826289068,0.258819045102521,0.5,-0.866025403784439
748,"1",4,0.866025403784439,0.5,0.866025403784439,-0.5
749,"3",19,-0.965925826289068,0.25881904510252,-0.499999999999999,-0.866025403784439
750,"2",16,-0.866025403784438,-0.5,0.866025403784439,-0.499999999999999
751,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
752,"1",4,0.866025403784439,0.5,0.866025403784439,-0.5
753,"2",15,-0.707106781186547,-0.707106781186548,1,1.19434011948696e-15
754,"2",12,1.22464679914735e-16,-1,-2.44929359829471e-16,1
755,"2",13,-0.258819045102521,-0.965925826289068,0.5,0.866025403784439
756,"2",14,-0.5,-0.866025403784439,0.866025403784438,0.500000000000001
757,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
758,"2",17,-0.965925826289068,-0.258819045102521,0.5,-0.866025403784439
759,"2",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
760,"1",5,0.965925826289068,0.258819045102521,0.5,-0.866025403784439
761,"1",2,0.5,0.866025403784439,0.866025403784439,0.5
762,"2",17,-0.965925826289068,-0.258819045102521,0.5,-0.866025403784439
763,"2",10,0.5,-0.866025403784439,-0.866025403784439,0.5
764,"3",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
765,"2",13,-0.258819045102521,-0.965925826289068,0.5,0.866025403784439
766,"2",0,0,1,0,1
767,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
768,"1",4,0.866025403784439,0.5,0.866025403784439,-0.5
769,"3",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
770,"1",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
771,"1",5,0.965925826289068,0.258819045102521,0.5,-0.866025403784439
772,"1",9,0.707106781186548,-0.707106781186547,-1,-1.83697019872103e-16
773,"1",6,1,6.12323399573677e-17,1.22464679914735e-16,-1
774,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
775,"3",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
776,"1",0,0,1,0,1
777,"2",12,1.22464679914735e-16,-1,-2.44929359829471e-16,1
778,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
779,"1",5,0.965925826289068,0.258819045102521,0.5,-0.866025403784439
780,"1",3,0.707106781186547,0.707106781186548,1,6.12323399573677e-17
781,"3",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
782,"3",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
783,"2",14,-0.5,-0.866025403784439,0.866025403784438,0.500000000000001
784,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
785,"2",18,-1,-1.83697019872103e-16,3.67394039744206e-16,-1
786,"3",20,-0.866025403784439,0.5,-0.866025403784439,-0.5
787,"1",6,1,6.12323399573677e-17,1.22464679914735e-16,-1
788,"3",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
789,"3",20,-0.866025403784439,0.5,-0.866025403784439,-0.5
790,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
791,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
792,"3",18,-1,-1.83697019872103e-16,3.67394039744206e-16,-1
793,"3",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
794,"3",20,-0.866025403784439,0.5,-0.866025403784439,-0.5
795,"1",2,0.5,0.866025403784439,0.866025403784439,0.5
796,"2",23,-0.258819045102522,0.965925826289068,-0.500000000000001,0.866025403784438
797,"2",17,-0.965925826289068,-0.258819045102521,0.5,-0.866025403784439
798,"1",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
799,"1",17,-0.965925826289068,-0.258819045102521,0.5,-0.866025403784439
800,"2",10,0.5,-0.866025403784439,-0.866025403784439,0.5
801,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
802,"2",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
803,"1",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
804,"3",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
805,"1",3,0.707106781186547,0.707106781186548,1,6.12323399573677e-17
806,"3",21,-0.707106781186548,0.707106781186547,-1,-4.28626379701574e-16
807,"1",2,0.5,0.866025403784439,0.866025403784439,0.5
808,"2",0,0,1,0,1
809,"3",18,-1,-1.83697019872103e-16,3.67394039744206e-16,-1
810,"1",8,0.866025403784439,-0.5,-0.866025403784438,-0.5
811,"3",19,-0.965925826289068,0.25881904510252,-0.499999999999999,-0.866025403784439
812,"3",18,-1,-1.83697019872103e-16,3.67394039744206e-16,-1
813,"1",2,0.5,0.866025403784439,0.866025403784439,0.5
814,"3",2,0.5,0.866025403784439,0.866025403784439,0.5
815,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
816,"2",14,-0.5,-0.866025403784439,0.866025403784438,0.500000000000001
817,"3",21,-0.707106781186548,0.707106781186547,-1,-4.28626379701574e-16
818,"1",8,0.866025403784439,-0.5,-0.866025403784438,-0.5
819,"1",5,0.965925826289068,0.258819045102521,0.5,-0.866025403784439
820,"1",2,0.5,0.866025403784439,0.866025403784439,0.5
821,"3",23,-0.258819045102522,0.965925826289068,-0.500000000000001,0.866025403784438
822,"2",13,-0.258819045102521,-0.965925826289068,0.5,0.866025403784439
823,"1",2,0.5,0.866025403784439,0.866025403784439,0.5
824,"3",17,-0.965925826289068,-0.258819045102521,0.5,-0.866025403784439
825,"2",14,-0.5,-0.866025403784439,0.866025403784438,0.500000000000001
826,"3",20,-0.866025403784439,0.5,-0.866025403784439,-0.5
827,"2",10,0.5,-0.866025403784439,-0.866025403784439,0.5
828,"1",8,0.866025403784439,-0.5,-0.866025403784438,-0.5
829,"3",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
830,"3",12,1.22464679914735e-16,-1,-2.44929359829471e-16,1
831,"1",0,0,1,0,1
832,"2",16,-0.866025403784438,-0.5,0.866025403784439,-0.499999999999999
833,"2",10,0.5,-0.866025403784439,-0.866025403784439,0.5
834,"2",17,-0.965925826289068,-0.258819045102521,0.5,-0.866025403784439
835,"2",14,-0.5,-0.866025403784439,0.866025403784438,0.500000000000001
836,"2",16,-0.866025403784438,-0.5,0.866025403784439,-0.499999999999999
837,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
838,"1",9,0.707106781186548,-0.707106781186547,-1,-1.83697019872103e-16
839,"2",14,-0.5,-0.866025403784439,0.866025403784438,0.500000000000001
840,"2",10,0.5,-0.866025403784439,-0.866025403784439,0.5
841,"3",21,-0.707106781186548,0.707106781186547,-1,-4.28626379701574e-16
842,"1",9,0.707106781186548,-0.707106781186547,-1,-1.83697019872103e-16
843,"1",4,0.866025403784439,0.5,0.866025403784439,-0.5
844,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
845,"2",16,-0.866025403784438,-0.5,0.866025403784439,-0.499999999999999
846,"1",9,0.707106781186548,-0.707106781186547,-1,-1.83697019872103e-16
847,"2",9,0.707106781186548,-0.707106781186547,-1,-1.83697019872103e-16
848,"1",3,0.707106781186547,0.707106781186548,1,6.12323399573677e-17
849,"1",0,0,1,0,1
850,"1",8,0.866025403784439,-0.5,-0.866025403784438,-0.5
851,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
