"observation","map_component","hour","sin_1","cos_1","sin_2","cos_2"
406,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
407,"3",23,-0.258819045102522,0.965925826289068,-0.500000000000001,0.866025403784438
408,"2",10,0.5,-0.866025403784439,-0.866025403784439,0.5
409,"2",14,-0.5,-0.866025403784439,0.866025403784438,0.500000000000001
410,"3",20,-0.866025403784439,0.5,-0.866025403784439,-0.5
411,"3",21,-0.707106781186548,0.707106781186547,-1,-4.28626379701574e-16
412,"1",0,0,1,0,1
413,"3",20,-0.866025403784439,0.5,-0.866025403784439,-0.5
414,"3",21,-0.707106781186548,0.707106781186547,-1,-4.28626379701574e-16
415,"2",17,-0.965925826289068,-0.258819045102521,0.5,-0.866025403784439
416,"3",19,-0.965925826289068,0.25881904510252,-0.499999999999999,-0.866025403784439
417,"3",18,-1,-1.83697019872103e-16,3.67394039744206e-16,-1
418,"1",8,0.866025403784439,-0.5,-0.866025403784438,-0.5
419,"3",21,-0.707106781186548,0.707106781186547,-1,-4.28626379701574e-16
420,"1",8,0.866025403784439,-0.5,-0.866025403784438,-0.5
421,"3",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
422,"2",14,-0.5,-0.866025403784439,0.866025403784438,0.500000000000001
423,"2",16,-0.866025403784438,-0.5,0.866025403784439,-0.499999999999999
424,"2",13,-0.258819045102521,-0.965925826289068,0.5,0.866025403784439
425,"2",3,0.707106781186547,0.707106781186548,1,6.12323399573677e-17
426,"1",8,0.866025403784439,-0.5,-0.866025403784438,-0.5
427,"2",17,-0.965925826289068,-0.258819045102521,0.5,-0.866025403784439
428,"3",21,-0.707106781186548,0.707106781186547,-1,-4.28626379701574e-16
429,"2",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
430,"2",17,-0.965925826289068,-0.258819045102521,0.5,-0.866025403784439
431,"1",3,0.707106781186547,0.707106781186548,1,6.12323399573677e-17
432,"2",11,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438
433,"3",19,-0.965925826289068,0.25881904510252,-0.499999999999999,-0.866025403784439
434,"2",13,-0.258819045102521,-0.965925826289068,0.5,0.866025403784439
435,"2",17,-0.965925826289068,-0.258819045102521,0.5,-0.866025403784439
436,"3",18,-1,-1.83697019872103e-16,3.67394039744206e-16,-1
437,"3",18,-1,-1.83697019872103e-16,3.67394039744206e-16,-1
438,"1",5,0.965925826289068,0.258819045102521,0.5,-0.866025403784439
439,"1",9,0.707106781186548,-0.707106781186547,-1,-1.83697019872103e-16
440,"1",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
441,"1",3,0.707106781186547,0.707106781186548,1,6.12323399573677e-17
442,"1",6,1,6.12323399573677e-17,1.22464679914735e-16,-1
443,"3",2,0.5,0.866025403784439,0.866025403784439,0.5
444,"3",20,-0.866025403784439,0.5,-0.866025403784439,-0.5
445,"2",14,-0.5,-0.866025403784439,0.866025403784438,0.500000000000001
446,"1",0,0,1,0,1
447,"1",4,0.866025403784439,0.5,0.866025403784439,-0.5
448,"2",14,-0.5,-0.866025403784439,0.866025403784438,0.500000000000001
449,"1",3,0.707106781186547,0.707106781186548,1,6.12323399573677e-17
450,"2",14,-0.5,-0.866025403784439,0.866025403784438,0.500000000000001
451,"1",7,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439
452,"1",9,0.707106781186548,-0.707106781186547,-1,-1.83697019872103e-16
453,"2",15,-0.707106781186547,-0.707106781186548,1,1.19434011948696e-15
454,"1",1,0.258819045102521,0.965925826289068,0.5,0.866025403784439
455,"1",5,0.965925826289068,0.258819045102521,0.5,-0.866025403784439
456,"3",22,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999
